name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage(km/ltr/kg),engine,max_power,seats,brand,average_brand_price,predicted_price
Hyundai Verna 1.6 SX CRDi (O),2012,440000,80000,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.32,5.0,Hyundai,458554.3667844523,428624.7222222223
Hyundai Grand i10 1.2 Kappa Magna AT,2019,550000,15000,Petrol,Individual,Automatic,First Owner,18.9,1197.0,81.86,5.0,Hyundai,458554.3667844523,566424.985
Maruti Swift ZDI BSIV,2017,640000,35000,Diesel,Individual,Manual,Second Owner,25.2,1248.0,74.0,5.0,Maruti,403075.7214052288,627269.2063492064
Toyota Etios GD,2014,420000,120000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.04,5.0,Toyota,959946.6741803279,429059.22
Hyundai Grand i10 CRDi Sportz,2016,330000,63000,Diesel,Individual,Manual,Third Owner,24.0,1120.0,70.0,5.0,Hyundai,458554.3667844523,358683.2633333333
Volkswagen Ameo 1.5 TDI Highline Plus,2019,800000,25000,Diesel,Individual,Manual,First Owner,21.66,1498.0,108.62,5.0,Volkswagen,498817.188172043,792469.99
Maruti Wagon R LXI BS IV,2011,240000,64500,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5.0,Maruti,403075.7214052288,252819.99
Mahindra KUV 100 mFALCON D75 K2 Plus,2016,360000,100000,Diesel,Individual,Manual,Second Owner,25.32,1198.0,77.0,6.0,Mahindra,623224.0556994819,353210.0
Hyundai Verna 1.6 CRDi SX,2017,750000,40000,Diesel,Individual,Manual,First Owner,23.9,1582.0,126.2,5.0,Hyundai,458554.3667844523,856619.97
Hyundai i20 1.2 Magna Executive,2017,570000,15000,Petrol,Individual,Manual,Second Owner,18.6,1197.0,81.83,5.0,Hyundai,458554.3667844523,577249.99
Toyota Etios Liva GD,2015,450000,25000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.04,5.0,Toyota,959946.6741803279,480530.0
Maruti Ritz LXi,2016,270000,82000,Petrol,Individual,Manual,Third Owner,18.5,1197.0,85.8,5.0,Maruti,403075.7214052288,317356.6666666667
Maruti Ertiga VDI,2012,459999,87000,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.76,7.0,Maruti,403075.7214052288,457485.13428571424
Maruti Alto K10 VXI,2015,240000,80000,Petrol,Individual,Manual,Second Owner,23.95,998.0,67.05,5.0,Maruti,403075.7214052288,242949.97
Renault Duster 110PS Diesel RxZ,2012,320000,110000,Diesel,Individual,Manual,Third Owner,19.01,1461.0,108.45,5.0,Renault,462618.38157894736,359600.0
Tata Manza Aura (ABS) Quadrajet BS IV,2011,149000,148000,Diesel,Individual,Manual,Second Owner,21.12,1248.0,88.8,5.0,Tata,357433.1076294278,187383.30333333334
Mahindra Scorpio S11 BSIV,2018,1500000,40000,Diesel,Individual,Manual,First Owner,16.36,2179.0,140.0,7.0,Mahindra,623224.0556994819,1456700.0
Hyundai Accent Executive,2011,180000,70000,Petrol,Individual,Manual,First Owner,16.36,1495.0,93.7,5.0,Hyundai,458554.3667844523,197219.99
Hyundai Santro Xing GLS LPG,2012,185000,70000,LPG,Individual,Manual,Second Owner,13.45,1086.0,62.1,5.0,Hyundai,458554.3667844523,204986.66666666663
Maruti 800 AC,2008,65000,40000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4.0,Maruti,403075.7214052288,74469.98
Tata Indigo LX,2010,130000,120000,Diesel,Individual,Manual,First Owner,17.0,1405.0,70.0,5.0,Tata,357433.1076294278,143519.99
Ford Fiesta Classic 1.4 Duratorq CLXI,2012,330000,60000,Diesel,Individual,Manual,First Owner,17.8,1399.0,67.0,5.0,Ford,516682.58186397987,305285.81333333335
Tata Manza Aura (ABS) Quadrajet,2011,190000,90000,Diesel,Dealer,Manual,First Owner,18.8,1248.0,90.0,5.0,Tata,357433.1076294278,186289.99
Maruti Swift VDI,2014,501000,68000,Diesel,Dealer,Manual,First Owner,22.9,1248.0,74.0,5.0,Maruti,403075.7214052288,564419.95
Honda Amaze S i-DTEC,2017,600000,24500,Diesel,Dealer,Manual,First Owner,25.8,1498.0,98.6,5.0,Honda,596178.0149892934,619150.0
Mahindra XUV500 W8 4WD,2012,570000,77000,Diesel,Dealer,Manual,Second Owner,15.1,2179.0,140.0,7.0,Mahindra,623224.0556994819,650950.0
Honda Amaze VX O iDTEC,2015,450000,85000,Diesel,Dealer,Manual,First Owner,25.8,1498.0,98.6,5.0,Honda,596178.0149892934,456249.87
Toyota Etios 1.5 V,2011,285000,45500,Petrol,Dealer,Manual,First Owner,16.78,1496.0,88.73,5.0,Toyota,959946.6741803279,299450.0
Maruti Swift VDI,2014,490000,67000,Diesel,Dealer,Manual,First Owner,28.4,1248.0,74.0,5.0,Maruti,403075.7214052288,480400.0
Maruti Swift VDI,2014,500000,77000,Diesel,Dealer,Manual,First Owner,28.4,1248.0,74.0,5.0,Maruti,403075.7214052288,483189.98
Hyundai EON Magna Plus,2016,275000,47000,Petrol,Dealer,Manual,First Owner,21.1,814.0,55.2,5.0,Hyundai,458554.3667844523,284000.0
Tata Tiago XT,2017,440000,57000,Petrol,Dealer,Manual,First Owner,23.84,1199.0,84.48,5.0,Tata,357433.1076294278,388289.61466666654
Hyundai i20 1.4 Asta Option,2018,825000,71500,Diesel,Dealer,Manual,First Owner,22.54,1396.0,88.73,5.0,Hyundai,458554.3667844523,844050.0
Toyota Etios Liva 1.4 GD,2012,411000,110000,Diesel,Dealer,Manual,First Owner,23.59,1364.0,67.04,5.0,Toyota,959946.6741803279,371964.99
Maruti Swift Dzire VDI,2013,470000,82000,Diesel,Dealer,Manual,Second Owner,26.59,1248.0,74.0,5.0,Maruti,403075.7214052288,458549.96
Maruti Swift VDI,2013,445000,70000,Diesel,Dealer,Manual,Second Owner,28.4,1248.0,74.0,5.0,Maruti,403075.7214052288,444090.0
Maruti Baleno Zeta Diesel,2017,752000,28000,Diesel,Dealer,Manual,First Owner,27.39,1248.0,74.0,5.0,Maruti,403075.7214052288,715940.0
Skoda Rapid 1.5 TDI Style Plus Black Package,2016,650000,125000,Diesel,Dealer,Manual,Second Owner,21.14,1498.0,103.52,5.0,Skoda,607723.7714285714,606005.8333333334
Maruti Swift VDI,2013,450000,67000,Diesel,Dealer,Manual,Second Owner,28.4,1248.0,74.0,5.0,Maruti,403075.7214052288,447250.0
Honda City 1.5 V MT,2011,350000,93500,Petrol,Dealer,Manual,Third Owner,17.0,1497.0,118.0,5.0,Honda,596178.0149892934,360080.0
Maruti Swift VVT VXI,2012,511000,8500,Petrol,Dealer,Manual,First Owner,22.0,1197.0,81.8,5.0,Maruti,403075.7214052288,383644.99
Maruti Baleno Zeta 1.3,2016,700000,80000,Diesel,Dealer,Manual,First Owner,27.39,1248.0,74.0,5.0,Maruti,403075.7214052288,687520.0
Toyota Innova Crysta 2.8 ZX AT BSIV,2016,1800000,30000,Diesel,Individual,Automatic,First Owner,11.36,2755.0,171.5,7.0,Toyota,959946.6741803279,1823180.0
Ford Figo Aspire 1.2 Ti-VCT Trend,2018,550000,14200,Petrol,Individual,Manual,First Owner,18.16,1196.0,86.8,5.0,Ford,516682.58186397987,556550.0
Ford Fiesta 1.4 Duratec EXI Limited Edition,2007,142000,97000,Petrol,Individual,Manual,First Owner,16.6,1388.0,68.0,5.0,Ford,516682.58186397987,141335.27
Tata New Safari DICOR 2.2 VX 4x2,2012,725000,90000,Diesel,Individual,Manual,First Owner,13.93,2179.0,138.0,7.0,Tata,357433.1076294278,621019.99
Hyundai i20 1.2 Asta Option,2017,630000,30000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,Hyundai,458554.3667844523,597544.2857142858
Hyundai i20 Sportz 1.2,2015,480000,50000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,Hyundai,458554.3667844523,520450.0
Maruti Alto K10 VXI,2016,330000,30000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0,Maruti,403075.7214052288,313008.3333333333
Maruti Gypsy King Soft Top MPI BSIV,2017,500000,20000,Petrol,Individual,Manual,First Owner,11.96,1298.0,80.0,8.0,Maruti,403075.7214052288,602382.42
Volkswagen Polo Diesel Highline 1.2L,2012,300000,60300,Diesel,Individual,Manual,First Owner,22.07,1199.0,73.9,5.0,Volkswagen,498817.188172043,314527.49
Tata Zest Quadrajet 1.3 XM,2015,400000,35000,Diesel,Individual,Manual,First Owner,23.0,1248.0,88.7,5.0,Tata,357433.1076294278,440999.99
Tata Safari DICOR 2.2 EX 4x2,2011,320000,80000,Diesel,Individual,Manual,First Owner,13.93,2179.0,138.03,7.0,Tata,357433.1076294278,324590.0
Hyundai i10 Magna 1.1L,2008,180000,44391,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,5.0,Hyundai,458554.3667844523,170530.0
Maruti Baleno Sigma 1.3,2016,530000,58000,Diesel,Individual,Manual,First Owner,27.39,1248.0,74.0,5.0,Maruti,403075.7214052288,566361.6666666667
Mahindra Bolero 2011-2019 Special Edition,2015,600000,40000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,Mahindra,623224.0556994819,581146.4285714286
Maruti Ertiga SHVS ZDI,2017,780000,66000,Diesel,Individual,Manual,Second Owner,24.52,1248.0,88.5,7.0,Maruti,403075.7214052288,785776.6566666666
Honda City i DTec SV,2016,700000,110000,Diesel,Individual,Manual,First Owner,26.0,1498.0,98.6,5.0,Honda,596178.0149892934,644629.99
Chevrolet Beat Diesel,2013,175000,56315,Diesel,Individual,Manual,First Owner,25.44,936.0,57.6,5.0,Chevrolet,273867.47826086957,193250.0
Mahindra Bolero Power Plus SLE,2017,735000,70000,Diesel,Individual,Manual,First Owner,16.5,1493.0,70.0,7.0,Mahindra,623224.0556994819,715591.6666666665
Toyota Etios Liva GD,2013,325000,120000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.06,5.0,Toyota,959946.6741803279,380144.99
Chevrolet Tavera LS B3 10 Seats BSII,2006,225000,100000,Diesel,Individual,Manual,First Owner,14.8,2499.0,80.0,10.0,Chevrolet,273867.47826086957,207459.98
Tata Zest Quadrajet 1.3 XM,2015,350000,90000,Diesel,Individual,Manual,Second Owner,23.0,1248.0,88.7,5.0,Tata,357433.1076294278,379849.97
Maruti Wagon R LXI DUO BSIII,2006,110000,120000,LPG,Individual,Manual,Third Owner,17.3,1061.0,57.5,5.0,Maruti,403075.7214052288,111495.0
Maruti Zen Estilo LXI BSIII,2007,85000,160000,Petrol,Individual,Manual,Fourth & Above Owner,18.2,998.0,67.1,5.0,Maruti,403075.7214052288,86900.0
Toyota Corolla AE,2006,150000,100000,Petrol,Individual,Manual,Fourth & Above Owner,13.4,1794.0,125.0,5.0,Toyota,959946.6741803279,162600.0
Maruti Swift Dzire VDi,2009,225000,120000,Diesel,Individual,Manual,Third Owner,19.3,1248.0,73.9,5.0,Maruti,403075.7214052288,238749.96
Tata Indica Vista Terra Quadrajet 1.3L,2010,111000,100000,Diesel,Individual,Manual,Second Owner,18.0,1248.0,75.0,5.0,Tata,357433.1076294278,132450.0
Maruti Wagon R VXI Minor,2007,150000,70000,Petrol,Individual,Manual,Third Owner,18.9,1061.0,67.0,5.0,Maruti,403075.7214052288,115116.65666666668
Hyundai EON Era Plus,2017,300000,15151,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0,Hyundai,458554.3667844523,305761.6666666666
Mahindra Scorpio 1.99 S6 Plus,2015,630000,60000,Diesel,Individual,Manual,First Owner,15.4,1997.0,120.0,7.0,Mahindra,623224.0556994819,739995.0
Hyundai i10 Era,2011,206000,100000,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,5.0,Hyundai,458554.3667844523,204416.66666666663
Maruti Wagon R LXI,2006,70000,110000,Petrol,Individual,Manual,Fourth & Above Owner,18.9,998.0,67.1,5.0,Maruti,403075.7214052288,79250.0
Hyundai Grand i10 1.2 Kappa Magna AT,2019,567000,7000,Petrol,Individual,Automatic,First Owner,18.9,1197.0,81.86,5.0,Hyundai,458554.3667844523,590350.0
Maruti Wagon R LXI,2005,65000,35000,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5.0,Maruti,403075.7214052288,86850.0
Maruti Swift Dzire VDI,2016,550000,60000,Diesel,Individual,Manual,Second Owner,26.59,1248.0,74.0,5.0,Maruti,403075.7214052288,596565.0000000001
Hyundai i10 Magna,2010,140000,70000,Petrol,Individual,Manual,Fourth & Above Owner,20.36,1197.0,78.9,5.0,Hyundai,458554.3667844523,159714.99
Renault KWID RXT,2016,300000,30000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,Renault,462618.38157894736,287204.75190476194
Ford EcoSport 1.5 Ti VCT MT Titanium BSIV,2013,500000,70000,Petrol,Individual,Manual,Second Owner,15.85,1499.0,110.4,5.0,Ford,516682.58186397987,487969.99
Hyundai Grand i10 Sportz,2015,400000,128000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,Hyundai,458554.3667844523,384330.0
Toyota Innova 2.5 GX 8 STR,2012,850000,120000,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,8.0,Toyota,959946.6741803279,816250.0
Maruti Swift VDI BSIV,2014,570000,15000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5.0,Maruti,403075.7214052288,532833.3333333334
Maruti Swift Dzire VDI,2017,699000,60000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,Maruti,403075.7214052288,615057.857142857
Honda Brio Exclusive Edition,2013,355000,80000,Petrol,Individual,Manual,First Owner,19.4,1198.0,86.8,5.0,Honda,596178.0149892934,329699.96
Maruti Swift Dzire VDI Optional,2016,690000,80000,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0,Maruti,403075.7214052288,663424.98
Ford Fiesta 1.4 Duratorq ZXI,2006,180000,114321,Diesel,Individual,Manual,Second Owner,17.8,1399.0,68.0,5.0,Ford,516682.58186397987,164050.0
Tata Indica Vista TDI LX,2013,200000,120000,Diesel,Individual,Manual,First Owner,19.4,1405.0,70.0,5.0,Tata,357433.1076294278,183960.7142857143
Mahindra Scorpio VLX 2WD AIRBAG AT BSIV,2012,575000,120000,Diesel,Individual,Manual,Second Owner,12.05,2179.0,120.0,8.0,Mahindra,623224.0556994819,539559.99
Toyota Etios Liva GD,2014,415000,146000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.06,5.0,Toyota,959946.6741803279,448494.74
Hyundai i10 Magna LPG,2012,350000,30000,LPG,Individual,Manual,First Owner,19.2,1086.0,68.05,5.0,Hyundai,458554.3667844523,279190.0
Hyundai EON D Lite Plus,2017,350000,20000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,Hyundai,458554.3667844523,301966.6666666667
Toyota Platinum Etios 1.4 GD,2017,632000,150000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.05,5.0,Toyota,959946.6741803279,596710.0
Maruti Eeco CNG 5 Seater AC BSIV,2014,325000,70000,CNG,Individual,Manual,Second Owner,21.94,1196.0,61.7,5.0,Maruti,403075.7214052288,285659.98
Hyundai Elantra SX,2013,511000,90000,Petrol,Individual,Manual,Second Owner,16.3,1797.0,147.5,5.0,Hyundai,458554.3667844523,573529.995
Honda City 1.5 V MT,2010,300000,100000,Petrol,Individual,Manual,Third Owner,17.0,1497.0,118.0,5.0,Honda,596178.0149892934,320050.0
Maruti Wagon R LXI,2005,70000,188000,Petrol,Individual,Manual,Fourth & Above Owner,18.9,998.0,67.1,5.0,Maruti,403075.7214052288,71850.0
Hyundai i10 Sportz 1.1L,2008,180000,100000,Petrol,Individual,Manual,Third Owner,19.81,1086.0,68.05,5.0,Hyundai,458554.3667844523,178350.0
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2711000,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999.0,177.0,5.0,Jaguar,2915464.7887323946,2678422.444902668
Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487.0,214.56,5.0,Lexus,5150000.0,5150000.0
Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999.0,177.0,5.0,Jaguar,2915464.7887323946,3200000.0
Tata Safari Storme EX,2015,503000,110000,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,7.0,Tata,357433.1076294278,503000.0
Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969.0,190.0,5.0,Volvo,3272014.925373134,3800000.0
Toyota Camry 2.5 Hybrid,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494.0,157.7,5.0,Toyota,959946.6741803279,2000000.0
Maruti Wagon R LXI,2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998.0,67.05,5.0,Maruti,403075.7214052288,225000.0
Maruti Baleno Alpha 1.3,2018,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248.0,74.0,5.0,Maruti,403075.7214052288,740000.0
Honda Jazz VX,2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199.0,88.7,5.0,Honda,596178.0149892934,550000.0
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494.0,100.6,7.0,Toyota,959946.6741803279,750000.0
Maruti Swift AMT VVT VXI,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,Maruti,403075.7214052288,650000.0
Toyota Etios VX,2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496.0,88.73,5.0,Toyota,959946.6741803279,625000.0
Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,Maruti,403075.7214052288,600000.0
Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.97,5.0,Hyundai,458554.3667844523,450000.0
BMW X4 M Sport X xDrive20d,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,BMW,4109916.6666666665,5417561.221736099
BMW X4 M Sport X xDrive20d,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,BMW,4109916.6666666665,5500000.0
Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.76,5.0,Honda,596178.0149892934,779000.0
Skoda Rapid 1.6 MPI AT Elegance,2016,645000,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598.0,103.5,5.0,Skoda,607723.7714285714,645000.0
Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984.0,150.0,5.0,Volvo,3272014.925373134,2475000.0
Hyundai i20 1.2 Asta,2017,730000,37333,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,Hyundai,458554.3667844523,606455.9523809524
Maruti Ertiga VDI,2014,450000,15000,Diesel,Individual,Manual,Second Owner,20.77,1248.0,88.76,7.0,Maruti,403075.7214052288,496110.0
Hyundai Sonata 2.4 GDi MT,2012,550000,330000,Petrol,Individual,Manual,Second Owner,13.44,2359.0,198.25,5.0,Hyundai,458554.3667844523,537454.1666666667
Maruti Wagon R LXI CNG,2017,420000,60000,CNG,Individual,Manual,First Owner,26.6,998.0,58.16,5.0,Maruti,403075.7214052288,404279.98
Toyota Etios GD,2016,509999,80000,Diesel,Individual,Manual,Second Owner,23.59,1364.0,67.05,5.0,Toyota,959946.6741803279,511759.38
Toyota Innova 2.5 G (Diesel) 7 Seater,2015,905000,110000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,7.0,Toyota,959946.6741803279,964150.0
Maruti Alto LX,2011,140000,72000,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,Maruti,403075.7214052288,151119.2857142857
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2006,300000,140000,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,8.0,Toyota,959946.6741803279,322320.0
Maruti Ritz LXi,2015,300000,80000,Petrol,Individual,Manual,Second Owner,18.5,1197.0,85.8,5.0,Maruti,403075.7214052288,359269.94
Maruti Swift Dzire VDi,2010,225000,120000,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5.0,Maruti,403075.7214052288,283714.1666666667
Toyota Innova 2.5 G (Diesel) 8 Seater,2015,860000,90000,Diesel,Individual,Manual,Second Owner,12.99,2494.0,100.6,8.0,Toyota,959946.6741803279,990269.99
Renault Duster 85PS Diesel RxL Optional,2012,400000,100000,Diesel,Individual,Manual,Second Owner,20.46,1461.0,83.8,5.0,Renault,462618.38157894736,492469.99
Maruti Swift Dzire LXi,2009,190000,90000,Petrol,Individual,Manual,Third Owner,17.5,1298.0,85.8,5.0,Maruti,403075.7214052288,196510.0
Honda Amaze VX i-DTEC,2013,350000,140000,Diesel,Individual,Manual,Third Owner,25.8,1498.0,98.6,5.0,Honda,596178.0149892934,345100.0
Chevrolet Spark 1.0 LS,2010,75000,120000,Petrol,Individual,Manual,First Owner,18.0,995.0,62.0,5.0,Chevrolet,273867.47826086957,95200.0
Maruti Vitara Brezza VDi AMT,2019,860000,35000,Diesel,Individual,Automatic,First Owner,24.3,1248.0,88.5,5.0,Maruti,403075.7214052288,934045.3571428572
Maruti Alto K10 VXI,2014,250000,50000,Petrol,Individual,Manual,Second Owner,23.95,998.0,67.05,5.0,Maruti,403075.7214052288,251499.89
Hyundai Verna 1.4 CRDi,2017,700000,82000,Diesel,Individual,Manual,First Owner,24.8,1396.0,88.7,5.0,Hyundai,458554.3667844523,718773.3333333333
Maruti Swift VDI BSIV,2014,399000,70000,Diesel,Individual,Manual,Third Owner,25.2,1248.0,74.0,5.0,Maruti,403075.7214052288,415537.49
Maruti Ritz LXi,2016,320000,90000,Petrol,Individual,Manual,First Owner,18.5,1197.0,85.8,5.0,Maruti,403075.7214052288,354306.66666666674
Toyota Fortuner 4x2 AT,2015,2000000,60000,Diesel,Individual,Automatic,First Owner,12.55,2982.0,168.5,7.0,Toyota,959946.6741803279,1986250.0
Skoda Octavia Ambition 2.0 TDI MT,2014,1100000,79000,Diesel,Individual,Manual,Second Owner,20.6,1968.0,141.0,5.0,Skoda,607723.7714285714,730540.4661904761
Toyota Innova 2.5 V Diesel 7-seater,2011,750000,291000,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,7.0,Toyota,959946.6741803279,714875.0
Toyota Innova 2.5 V Diesel 7-seater,2010,750000,250000,Diesel,Individual,Manual,Second Owner,12.8,2494.0,102.0,7.0,Toyota,959946.6741803279,546419.97
Mahindra Bolero 2011-2019 Plus Non AC BSIV PS,2018,530000,20000,Diesel,Individual,Manual,First Owner,15.96,2523.0,63.0,9.0,Mahindra,623224.0556994819,613700.0
Maruti Ciaz ZDi Plus SHVS,2017,750000,53000,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,5.0,Maruti,403075.7214052288,741624.3253968253
Nissan Micra XV CVT,2017,560000,21500,Petrol,Individual,Automatic,First Owner,19.34,1198.0,76.0,5.0,Nissan,465407.35802469135,543660.0
Tata Tiago 1.05 Revotorq XZ WO Alloy,2017,450000,89000,Diesel,Individual,Manual,First Owner,27.28,1047.0,69.0,5.0,Tata,357433.1076294278,428941.6666666666
Maruti Swift Dzire VXI,2013,459999,35000,Petrol,Individual,Manual,Second Owner,19.1,1197.0,85.8,5.0,Maruti,403075.7214052288,450682.62333333335
Maruti Zen Estilo LXI BS IV,2013,235000,43000,Petrol,Individual,Manual,Second Owner,19.0,998.0,67.1,5.0,Maruti,403075.7214052288,243239.98
Hyundai Santro Xing GLS,2009,180000,80000,Petrol,Individual,Manual,Second Owner,17.92,1086.0,62.1,5.0,Hyundai,458554.3667844523,157341.03142857144
Hyundai Santro Xing XS,2007,140000,80000,Petrol,Individual,Manual,Second Owner,17.8,1086.0,63.0,5.0,Hyundai,458554.3667844523,107649.96
Hyundai i20 Asta 1.4 CRDi,2014,620000,110000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0,Hyundai,458554.3667844523,574169.97
Hyundai EON Era,2012,190000,100000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,Hyundai,458554.3667844523,194110.0
